English,Translation
Biodiversity is suffering.,生物多様性は危機的状況である。.
Biodiversity: The co-inhabitants of the planet. The current biodiversity threat index is %{amount}.,生物多様性：地球上に共に暮らす生命。現在の生物多様性の脅威指数は、%{amount} である。
Booting Up,起動中
Building,建築
CH4,CH4
CO2,CO2
CO2 Emissions/Yr,1年当たりのCO2排出量
Change Production,生産の変更
Change the amount of land under protection by [b]%{percent}%[/b].,保護されている土地の量を[b]%{percent}%[/b]変更します。
Changes,変化したこと
Changes demand for %{name} by [b]%{percent}%.[/b],%{name} の需要が [b]%{percent}%[/b]に変化する。
Changes demand for %{name} by an unknown amount.,%{name} の需要がいくらか変化する。
Changes emissions for %{name} by an unknown amount.,%{name} の排出量がいくらか変化する。
Changes the biodiversity pressure for these processes by [b]%{amount}.[/b],この政策により、生物多様性に対する負荷が[b]%{amount}[/b]に変化する。
Changes the output for these processes by %{percent}% without changing their impacts.,影響を与えることなく、この方法の生産量が%{percent}%変化する。
Changes the output for this process by %{percent}% with no change in impacts.,影響をあたえることなく、この生産量が%{percent}%変化する。
Changes %{label} for %{name} by an unknown amount.,%{name}のための%{label}がいくらか変化する。
Completed,完成
Completed Projects,完了した施策
Completed Request: Ban %{name},%{name}を禁止する要請の完了
Completed Request: Implement %{name},%{name}を実装する要請の完了
Completed Request: Stop %{name},%{name}を停止する要請の完了
Completed Request: Unban %{name},%{name}を禁止を解除する要請の完了
Completed Requests,%{name}を禁止する要請の完了
Concept,コンセプト
Contentedness,満足度
Continue,次へ
Contract the economies of the wealthiest regions.,高所得者地域の経済を衰退させる。
Could increase,増加可能である
Could reduce,削減可能である
Could unlock the %{tag} process.,%{tag}は選択可能だ
Could unlock the %{tag} project.,施策%{tag}は選択可能だ
Could unlock this process:,この方法は選択可能だ
Could unlock this project:,この施策は選択可能だ
Could unlock %{name}.,%{name}は選択可能だ
Credits,クレジット
Crops,農業
"Current annual emissions are %{emissions} gigatonnes. [g]Your goal is to get this to below 0.[/g]","現在の年間排出量は %{emissions} ギガトンです。[g]あなたの目標は、これを0未満にすることです。[/g]"
"Current annual emissions are %{emissions}. [g]Your goal is to get this to below 0.[/g]","現在のCO2の年間排出量は、 %{emissions} ギガトンである. [g]この数値を0以下にすることがあなたの目標である。[/g]"
"Current annual emissions, in gigatonnes of CO2 equivalent.",現在の年間排出量（単位：CO2換算ギガトン）。
"Current biodiversity pressure is %{amount}[t]/%{maxAmount}[/t].","現在の生物多様性に対する負荷は、%{amount}[t]/%{maxAmount}[/t]である。"
Current energy use.,現在のエネルギー使用量の内訳
Current land use.,現在の土地利用の内訳
Current water demand.,現在の水資源の使用量の内訳
"Current world contentedness is %{contentedness}[t]/%{maxContentedness}[/t].","現在の世界の満足度は、%{contentedness}[t]/%{maxContentedness}[/t]である。"
Design,デザイン
Development,開発
Development Progress,開発進行度
Disasters,災害
Dislikes,嫌い
Downgrade,ダウングレード
Drag a card up to assign leftover production,カードを上にドラッグして、残りの生産ポイントを割り当てる
Electricity,電力
Emissions,CO2排出量
Emissions: A shroud around the earth. You're emitting %{amount} gigatonnes per year.,排気ガス：地球を覆う排気ガス。現在、年間で %{amount}Gtの排気ガスを排出している。
Energy Use,エネルギー使用量
Energy: The fundamental mover. You're using %{amount}TWh of energy.,エネルギー：基本的な動力。現在、%{amount}TWhのエネルギーを使用している。
Events,イベント
Extinction Rate,絶滅率
Fuel,燃料
"Fuel demand will change from [i]%{iconFuel}[/i]%{prevDemandFuel} to [i]%{iconFuel}[/i]%{nextDemandFuel} and electricity demand will change from [i]%{iconElec}[/i]%{prevDemandElec} to [i]%{iconElec}[/i]%{nextDemandElec}.","燃料需要は [i]%{iconFuel}[/i]%{prevDemandFuel}から [i]%{iconFuel}[/i]%{nextDemandFuel} に変化し、電力需要は [i]%{iconElec}[/i]%{prevDemandElec} から [i]%{iconElec}[/i]%{nextDemandElec} に変化する。"
Global demand for %{output}.,%{output}の世界的な需要。
"Global %{name} output will change from [i]%{icon}[/i]%{base} to [i]%{icon}[/i]%{changed} with no change in impacts.","影響を与えることなく、世界の%{name}の生産量が、 [i]%{icon}[/i]%{base}から[i]%{icon}[/i]に%{changed}。"
Govt,議会
High,高い
How many seats your coalition has. Draw parties to your coalition by implementing projects they support.,あなたの同盟の議席数。各政党が支持する施策を実施することで、それぞれの政党をあなたの同盟に引き入れることができる。
"How much political capital you have. Political capital is what you spend to implement your plans. [w]If you run out you'll be pushed out of government.[/w]","あなたが所持する政治資本。施策を実行するために使用する。 [w]もし政治資本が0になったら、あなたは議会から追い出される。[/w]"
"How people around the world feel about the state of things. This is a combination of regional contentedness, crises, and policy decisions. [w]If this goes below 0 you will be removed from power.[/w]","世界中の人々が現状に対して感じていることを数値化したもの。これは、各地域の満足度、危機、政策決定の組み合わせによって決まる。[w]もしこの数値が0以下になったら、あなたは責任者の任を解かれる。[/w]"
I request that you implement %{name}. (+%{pc}PC),%{name}を実行することを要請する。 (+%{pc}PC)
I request that you stop %{name}. (+%{pc}PC),%{name}を停止させることを要請する。 (+%{pc}PC)
Image:,イメージ画像
Improve your relationship with %{name} to activate this ability.,%{name}との友好関係が深まると、この効果が発動する。
Increases,増加する
Infrastructure,インフラ
Infrastructure projects take 20% longer to finish.,インフラ施策の完了までの時間が20%遅延する。
Land Use,土地利用率
Land: They're not making anymore of it. You're using %{percent} of land.,陸地：生産に使用していない土地。現在、%{percent}の陸地を使用している。
Level,レベル
Likely to increase,増加しそうである
Likely to reduce,削減されそうである
Likely to unlock the %{tag} process.,%{tag}は選択可能になりそうだ
Likely to unlock the %{tag} project.,施策%{tag}は選択可能になりそうだ
Likely to unlock this process:,この方法は選択可能になりそうだ
Likely to unlock this project:,この施策は選択可能になりそうだ
Likely to unlock %{name}.,%{name}は選択可能になりそうだ
Likes,好き
Livestock,畜産
Loading,読み込み中…
Low,低い
Lower habitability means unhappier people who may need to migrate to more hospitable locales.,居住性が低いということは、不幸な人々がより快適な場所に移住必要があるかもしれないということである。
Max Level,最高レベル
Menu,メニュー
Migrations will have less of an impact when they occur. But there might be other consequences.,移民が発生した場合の影響は少なくなるが、別の結果が生じる可能性がある。
Moderate,中くらい
Music,音楽
N2O,N2O
Nay,反対
New Game,ニューゲーム
Next,次へ
Next Level,次のレベル
Off,オフ
On,オン
One production point represents 5% of an entire production sector's productive capacity.,生産ポイント1つは、生産全体の生産能力の5% に相当する。
Only direct impacts are shown.,直接的な影響のみを示している。
Parliament,議会
Parliament Suspended,議会の中断
Parliament is conspiring against you.,議会はあなたを裏切ろうとしている。.
Parliament is ready to work with you.,議会はあなたに協力的である。.
Parliament trusts you completely.,議会はあなたに信頼を寄せている。.
Passing,可決
People are content.,民衆は満足している。.
People are ecstatic.,民衆は有頂天である。.
People are furious.,民衆は怒りに満ちている。.
People are happy.,民衆は幸福である。.
People are unhappy.,民衆は不幸である。.
People are upset.,民衆は動揺している。.
Plan,施策
Playtesting,テストプレイ
Policies,政策
Policy Outcome,政策の結果
Political Capital,政治資本
Political Effects,議会への効果
Population,人口
Post-Revolution Optimism,革命直後の楽観的な雰囲気
Prev Level,前のレベル
Prevents or stops metal shortages.,金属の不足を防ぐ、または止めることができる。
Project Completed,施策完了
Read the book,書籍を読む
Ready,準備完了
Recent Disasters,直近で起きた自然災害
Reduce the habitability of regions.,居住性の低下
Reduces,削減される
Region Contracted,衰退した地域
Region Developed,発展した地域
Regions,地域
Remove points,割合を減らす
Repeat the tutorial.,チュートリアルを繰り返す。
Report,報告書
Research,研究
Research and Writing,研究と執筆
Research and infrastructure take 10% less time to complete.,研究とインフラの完了までの時間が、10％短縮する。
Research and infrastructure take 10% more time to complete.,研究とインフラの完了までの時間が、10％遅延する。
Research and infrastructure take 5% more time to complete.,研究とインフラの完了までの時間が、5％遅延する。
"Research points are 1[i]%{iconPC}[/i] cheaper.","研究に必要なポイントが[i]%{iconPC}[/i]1下がる。"
Research points: Allocate them to research projects!,研究ポイントを、研究施策の割り当てよう！
Researching,研究
Restart Game,ゲームのリスタート
Restoration projects take 10% less time to complete.,自然の再生に関わる完了までの時間が、10％短縮する。
Sea Level Rise,海面水位
Seceded,離脱
Sector,部門
Skip,スキップ
Skip the tutorial.,チュートリアルをスキップする。
Small chance to increase,低確率で増加する
Small chance to reduce,低確率で削減される
Small chance to unlock the %{tag} process.,%{tag}は低確率で選択可能になる
Small chance to unlock the %{tag} project.,施策%{tag}は低確率で選択可能になる
Small chance to unlock this process:,この方法は低確率で選択可能になる
Small chance to unlock this project:,この施策は低確率で選択可能になる
Small chance to unlock %{name}.,%{name}は低確率で選択可能になる
Sound,音量
Stats,統計データ
Stops regional development throughout the world.,世界中の経済発展を止める。
Tap for more details.,タップで詳細表示
Temp. Anomaly,気温上昇
Temperature,気温
Thank you for playing!,このゲームをプレイしていただきまして、ありがとうございました！
That's a %{percent}% change.,%{percent}%の変化である。
The amount of sea level rise is currently %{amount}m.,現在の海面上昇量は、%{amount}m。
"The current biodiversity pressure. High land use and other factors increase this, and with it, the risk of ecological collapse.",現在の生物多様性に対する負荷。土地利用率の上昇などの要因が生物多様性に対する負荷となり、生態系崩壊の危険性が高まる。
"The current biodiversity pressure. High land use and other factors increase this, and with it, the risk of ecological collapse. [g]Your goal is to get this to below 20.[/g]","現在の生物多様性に対する負荷。土地利用率の上昇などの要因が生物多様性に対する負荷となり、生態系崩壊の危険性が高まる。[g]この数値を20以下にすることがあなたの目標である。[/g]"
"The current global temperature anomaly is +%{anomaly}°C. The higher this is, the more unpredictable the climate becomes. [g]Your goal is to get this below 1°C.[/g]","現在の地球の気温上昇は+%{anomaly}℃である。気温上昇が高くなるほど気候変動は予測できなくなる。[g]この数値を1℃以下にすることがあなたの目標である。[/g]"
"The current global temperature anomaly. [b]Increased warming[/b] will damage your political capital. [g]Your goal is to get this below 1°C.[/g]","現在の地球の温度変化。[b]温暖化が進行するほど[/b]より多くの政治資本が投入される。[g]この数値を1℃以下にすることがあなたの目標である。[/g]"
The estimated value after production changes have finished.,生産変更後の推定値
The factors behind this event.↓,↓この出来事の原因
The following processes can't produce as much as they need to: %{processesOverLimit},この方法では必要な量を生産できない：%{processesOverLimit}
The number of people on the planet.,地球上の総人口。
The world is becoming hostile to life.,世界は地球上の生命に牙を剥きはじめている。.
The world is becoming unbearable.,世界はもう耐えられないかもしれない。.
The world is recovering.,世界は回復しつつある。.
The world is still warming.,世界は温暖化が進行している。.
The %{n}%{ext} Planning Session,第%{n}回 政策会議
There are multiple production shortages:,だいぶ生産が不足している。
There is a alarming production shortage,生産不足が懸念される。
There is a critical production shortage,生産不足が危機的な状況である。
There is a mild production shortage,少し生産が不足している。
There is a severe production shortage,深刻な生産不足に陥っている。
There is currently no limit on this process' mix share.,現在、この方法のポイントの割り当てを変更することはできない。
There is not enough %{resources}. You should change your production mixes to use less of these or reduce demand elsewhere.,%{resources} が不足している。%{resources}の使用量を減らすか、他の場所での需要を減らすよう、生産構成を変更する必要がある。
These changes will take %{changesTime} planning cycle%{ext} to take effect.,これらの変更が有効になるには、%{changesTime}計画サイクル%{ext}が必要である。
They won't have much effect.,あまり効果がなさそうである。
"This changes regional contentedness based on demand for %{name}. Current world contentedeness is %{amount}[t]/%{maxAmount}[/t].","これにより、%{name} の需要に基づいて地域の満足度が変化する。 現在の世界の満足度は %{amount}[t]/{max Amount}[/t] 。"
"This changes regional contentedness based on income level (wealthier regions will feel it more). Current world contentedeness is %{contentedness}[t]/%{maxContentedness}[/t].","これは収入レベルに基づいて地域の満足度を変化させます（裕福な地域ほど影響を受けます）。現在の世界の満足度は %{contentedness}[t]/%{maxContentedness}[/t] です。"
"This changes %{name} demand from [i]%{icon}[/i]%{currentDemand} to [i]%{icon}[/i]%{afterDemand}.","これにより、%{name}の需要が[i]%{icon}[/i]%{currentDemand} から [i]%{icon}[/i]%{afterDemand} に変化する。"
"This changes %{name} demand from [i]%{icon}[/i]%{currentDemand} to [i]%{icon}[/i]%{afterDemand}. This is a %{percent}% change of all %{name} demand.","これにより、%{name} の需要が [i]%{icon}[/i]%{currentDemand} から [i]%{icon}[/i]%{afterDemand} に変化する。 これはすべての %{name} の需要の %{percent}% にあたる変化である。"
"This event can occur if ""%{name}"" is %{label}.","このイベントは、""%{name}"" が %{label}である場合に発生する。"
This event can occur if %{name} is your %{relType}.,このイベントは、%{name}があなたの%{relType}である場合に発生する。
This event is influenced by biodiversity pressures.,このイベントは、生物多様性に対する負荷の影響を受ける。
This event is influenced by how happy people are.,このイベントは、人々の幸福度の影響を受ける。
This event is influenced by how much energy production can meltdown.,このイベントは、エネルギー生産におけるメルトダウンする可能性の影響を受ける。
This event is influenced by how much energy production is intermittent.,このイベントは、エネルギー生産が断続的であるかから影響を受ける。
This event is influenced by how much energy production produces nuclear waste.,このイベントは、エネルギー生産にける核廃棄物量の影響を受ける。
This event is influenced by how much energy production uses fossil fuels.,このイベントは、エネルギー生産にける化石燃料の使用量の影響を受ける。
This event is influenced by how much food production uses livestock.,このイベントは、食料生産における家畜の割合の影響を受ける。
This event is influenced by how much food production uses pesticides.,このイベントは、食料生産における農薬の使用量の影響を受ける。
This event is influenced by how much production involves carbon capture and storage.,このイベントは、炭素の回収と貯留を伴う生産量の影響を受ける。
This event is influenced by how production is especially labor-intensive.,このイベントは、生産の労働集約性の影響を受ける。
This event is influenced by the amount of sea level rise.,このイベントは、海面水位の影響を受ける。
This event is influenced by the demand for animal calories.,このイベントは、動物由来の食品の影響を受ける。
This event is influenced by the demand for electricity.,このイベントは、電力需要の影響を受ける。
This event is influenced by the demand for fuel.,このイベントは、燃料需要の影響を受ける。
This event is influenced by the demand for plant calories.,このイベントは、植物由来の食品の影響を受ける。
This event is influenced by the global temperature anomaly.,このイベントは、地球の気候変動の影響を受ける。
This event is influenced by the habitability of regions.,このイベントは、人々の満足度の影響を受ける。
This event is influenced by the mix share of %{name}.,このイベントは、%{name}のポイントの割り当てに影響を受ける。
This event is influenced by the output of %{name}.,このイベントは、%{name}の生産力に影響を受ける。
This event occurred during this planning cycle.,このイベントは、この計画サイクルに発生しました。
This feedstock has been depleted.,この原料は枯渇してしまった。
"This feedstock is depleted, so this process is stopped. You should reallocate its points to other processes.",必要な資源が枯渇したため、この方法は停止している。ポイントの割り当てを他の方法に変更する必要がある。
This industry is not yet significant.,この産業はまだ重要ではない。
This industry's demand for %{output}. This makes up %{percent}% of total demand for %{output}.,この業界の%{output}への需要。これは%{output}の総需要の%{percent}%を占めています。
This industry's non-energy CO2eq emissions.,この産業の非エネルギー CO2 排出量。
This is not the end...,これは終わりではない...
This new character will be unlocked:,新しい登場人物が選択可能になる。
This output's production will,この項目の生産量は
This policy costs %{remainingCost} political capital to implement.,この施策を実行するには、政治資本%{remainingCost}が必要である。
This process can't produce this much because of feedstock or other limits. You should reallocate its points to other processes.,この方法では、資源やその他の制限要因により、必要な量を生産することができない。ポイントの割り当てを他の方法に変更する必要がある。
This process currently makes up %{mixPercent}% of %{output} production.,この方法は、%{output} の生産量のうち、 %{mixPercent}%を占めている。
This process currently produces %{amount}[i]%{outputIcon}[/i] and %{emissions}[i]%{emissionsIcon}[/i] per year.,この方法は１年間で、%{amount}[i]%{outputIcon}[/i] を生み出し、 %{emissions}[i]%{emissionsIcon}[/i] を排出している。
This process uses %{feedstockName}. %{feedstockEstimateDesc},この方法は %{feedstockName}を使用する。 %{feedstockEstimateDesc}
This project was completed.,この施策は完了した
This region has %{incomeName} living standards. Higher living standards mean higher material footprints.,この地域には %{incomeName} の人が住んでいる。 生活水準が高い地域ほど天然資源を多く消費する。
This region's contentedness.,この地域の満足度。
This region's current precipitation range.,この地域の最低気温と最高気温。降水量
This region's current temperature range.,この地域の最低気温と最高気温。
This region's habitability.,この地域の住みやすさ
This region's habitability. Natural disasters and hotter temperatures lower habitability.,この地域の住みやすさ。自然災害の頻度が高いことや、気温が高いことは、住みやすさの度合いを低下させる。
"This region's income level has contracted to [b]%{income}[/b]. Demand for [i]%{iconElec}[/i]electricity, [i]%{iconFuel}[/i]fuel, [i]%{iconPCals}[/i]plant and [i]%{iconACals}[/i]animal-based food has been updated.",この地域の所得水準は[b]%{income}[/b]に低下した。[i]%{iconElec}[/i]電力、[i]%{iconFuel}[/i]燃料、[i]%{iconPCals}[/i]植物由来の食品、[i]%{iconACals}[/i]動物由来の食品の需要が変化した。
"This region's income level has increased to [b]%{income}[/b]. Demand for [i]%{iconElec}[/i]electricity, [i]%{iconFuel}[/i]fuel, [i]%{iconPCals}[/i]plant and [i]%{iconACals}[/i]animal-based food has been updated.",この地域の所得水準は[b]%{income}[/b]に上昇した。 [i]%{iconElec}[/i]電力、[i]%{iconFuel}[/i]燃料、[i]%{iconPCals}[/i]植物由来の食品、[i]%{iconACals}[/i]動物由来の食品の需要が変化した。
This region's new demand for %{output}.,この地域の新たな需要は %{output}。
This region's new income level.,この地域の新しい所得水準。
This region's per-capita demand level for %{output}. The total regions's demand is %{demand}. This makes up %{demandPercent} of total demand for %{output}.,この地域の%{output}の1人あたりの需要レベル。全ての地域の需要は%{demand}である。これは、%{output} のすべて需要の %{demandPercent}にあたる。
This region's per-capita demand level for %{output}. The total regions's demand is %{demand}[i]%{icon}[/i]. This makes up %{percent}% of total demand for %{output}.,この地域の1人あたりの%{output}の需要レベル。 %{output}の全地域の需要量は%{demand}[i]%{icon}[/i]であり、この地域の需要量は全体の%{percent}%を占める。
This region's previous demand for %{output}.,この地域の以前の需要は %{output}。
This region's previous income level.,この地域以前の所得水準。
This region's progress to the next income level.,この地域が、次の所得水準に上がるまでのレベル。
"This will change emissions for %{name} from [i]%{icon}[/i]%{emissionsBefore} to [i]%{icon}[/i]%{emissionsAfter}. This is a %{emissionsChange}% change of all emissions.","これにより、%{name} の排出量が [i]%{icon}[/i]{emissions Before} から [i]%{icon}[/i]{emissions After} に変化する。 これは、すべての排出量の %{emissionsChange}% にあたる変化である。"
This will change %{resource} demand for %{name} by some unknown amount.,これにより、%{name}のための %{resource}の需要がいくらか変化する。
"This will change %{resource} demand for %{name} from [i]%{icon}[/i]%{demandBefore} to [i]%{icon}[/i]%{demandAfter}. This is a %{percent}% change of all %{resource} demand.","これにより、%{name}のための %{resource}の需要が[i]%{icon}[/i]%{demandBefore}から[i]%{icon}[/i]%{demandAfter}に変化する。これはすべての%{resource}の需要の%{percent}%にあたる変化である。"
"This will change %{short} for %{name} from [i]%{icon}[/i]%{change}","これにより、%{name} の %{short} が [i]%{icon}[/i]%{change} 変化する。"
This will directly change annual emissions by %{amount}.%{percent},これは年間排出量を直接 %{amount}。%{percent} 変更します。
This will directly change global precipitation by %{amount}[b]cm/yr[/b].,これにより、地球の降水量が%{amount}[b]cm/yr[/b]変化する。
This will directly change the global temperature anomaly by %{amount}[b]°c[/b].,これにより、地球の気温は直接 [b]%{amount}℃[/b] 変化する。
This will limit the amount of land that processes can use. The amount of land under protection will change from %{before}% to %{after}%.,これはプロセスが使用できる土地の量を制限します。保護下にある土地の量は、%{before}% から %{after}% に変わります。
This will take about %{remainingCost} to finish. Allocate more %{kind} points to accelerate its progress.,この施策は完了までに%{remainingCost} 年かかる。%{kind}ポイントを使用することで、進行を早めることができる。
Tiny chance to increase,僅かな確率で増加する
Tiny chance to reduce,僅かな確率で削減される
Tiny chance to unlock the %{tag} process.,%{tag}は僅かな確率で選択可能になる
Tiny chance to unlock the %{tag} project.,施策%{tag}は僅かな確率で選択可能になる
Tiny chance to unlock this process:,この方法は僅かな確率で選択可能になる
Tiny chance to unlock this project:,この施策は僅かな確率で選択可能になる
Tiny chance to unlock %{name}.,%{name}は僅かな確率で選択可能になる
Tips,ヒント
Total,合計
Total Change,トータル
Translation,翻訳
Try Again?,もう一度遊ぶ？
Undo,やり直す
Unlikely to increase,増加しそうにない
Unlikely to reduce,削減されそうにない
Unlikely to unlock the %{tag} process.,%{tag}は選択可能になりそうにない
Unlikely to unlock the %{tag} project.,施策%{tag}は選択可能になりそうにない
Unlikely to unlock this process:,この方法は選択可能になりそうにない
Unlikely to unlock this project:,この施策は選択可能になりそうにない
Unlikely to unlock %{name}.,%{name}は選択可能になりそうにない
Unused,未使用
Upgrading in one planning cycle.,1サイクルでアップグレード。
Very High,非常に高い
Very Low,非常に低い
View All,全て表示
Water Stress,水資源の利用率
Water: The giver of life. You're using %{percent} of water resources.,水資源：全ての命を支えている。現在、 %{percent}の水資源を使用している。
We aren't tracking this feedstock.,この原料を追跡されていない。
Well Played!,お疲れさまでした！
Will increase,増加する
Will reduce,削減される
Will unlock the %{tag} process.,%{tag}は選択可能になる
Will unlock the %{tag} project.,施策%{tag}は選択可能になる
Will unlock this process:,この方法は選択可能になる
Will unlock this project:,この施策は選択可能になる
Will unlock %{name}.,%{name}は選択可能になる
Withdraw,撤回
Won't increase,増加しない
Won't reduce,削減されない
Won't unlock the %{tag} process.,%{tag}は選択可能にならない
Won't unlock the %{tag} project.,施策%{tag}は選択可能にならない
Won't unlock this process:,この方法は選択可能にならない
Won't unlock this project:,この施策は選択可能にならない
Won't unlock %{name}.,%{name}は選択可能にならない
World,世界
Yea,賛成
You had an extraterrestrial encounter.,あなたは地球外生命体と遭遇した。
You have %{yearsLeft} years left in your tenure.,あなたの任期は、あと%{yearsLeft}年。
You received a request to ban this process:,次の政策を禁止する要請を受理した;
You received a request to implement this project:,次の政策を実行する要請を受理した;
You received a request to promote this process:,次の政策の促進要請を受理した;
You received a request to stop this project:,次の政策の停止要請を受理した;
You should reallocate its points to other processes.,ポイントの割り当てを他の方法に変更する必要がある。
You were bailed out.,助けられました。
Your coalition has %{coalitionSeats}/%{totalSeats} seats.,現在のあなたの同盟の議席数は、%{coalitionSeats}/%{totalSeats}
Your relationship with %{name}. Increase it by implementing projects they like. At 5 hearts or more they will join your coalition.,あなたと %{name}の友好度を表す。%{name}が支持する施策を実施すると、ハートが増える。ハートが5つ以上になると、%{name}はあなたの同盟に加わる。
alarming,注意すべき状況
an unknown amount,不明な量
biodiversity pressure,生物多様性に対する負荷
by an unknown amount,金額は不明だが
cost,費用
critical,致命的な状況
crops,農業
decrease [i]%{icon}[/i] %{k} by %{change}%,[i]%{icon}[/i] %{k} を %{change}% 減らす
development time,開発にかかる時間
electricity,電力
emissions,排出量
energy use,エネルギー使用量
from {tipIcon}%{cost}{unit} to {tipIcon}{newCost}{unit},{tipIcon}%{cost}{unit} から {tipIcon}{newCost}{unit} へ。
fuel,燃料
increase [i]%{icon}[/i] %{k} by %{warn}%{change}%,[i]%{icon}[/i] %{k}が%{warn}%{change}%増加する
land use,土地利用率
livestock,畜産
mild,懸念すべき状況
nd,番目
rd,番目
research time,研究にかかる時間
severe,危機的な状況
st,番目
th,番目
the extinction rate,種の絶滅の速度
water use,水資源の利用率
year(s),年
"%{changeDir} CO2 emissions for [e][i]%{icon}[/i]%{feature}[/e] by [b]%{percent}%.[/b]","[e][i]%{icon}[/i]%{feature}[/e] のCO2 排出量は、[b]%{percent}%[/b]%{changeDir}"
%{changeDir} all %{name} production by [b]%{percent}%.[/b],すべての %{name} の生産量が [b]%{percent}%.[/b]%{changeDir} 。
%{changeDir} biodiversity pressure by %{amount}.,世界の生物多様性に対する負荷は、%{amount}%{changeDir}。
"%{changeDir} biodiversity pressure for [e][i]%{icon}[/i]%{feature}[/e] by [b]%{amount}.[/b]","[e][i]%{icon}[/i]%{feature}[/e]の生物多様性に対する負荷が[b]%{amount}.[/b] %{changeDir}。"
%{changeDir} contentedness by [b]%{amount}[/b].,[contentedness] 満足度が、[b]%{amount}[/b]%{changeDir}
"%{changeDir} demand for %{name} by [i]%{icon}[/i]%{amount}.","%{name} の需要が [i]%{icon}[/i]%{amount} %{changeDir}"
%{changeDir} demand for %{name} by [b]%{percent}%[/b].,%{name}における[b]%{percent}%[/b]%{changeDir}。
%{changeDir} demand for %{tag} by %{amount}.,%{tag}の需要が%{amount}%{changeDir} 。
%{changeDir} emissions by %{amount}.,世界の排出量は、%{amount}%{changeDir}。
%{changeDir} global population by %{amount}.,世界人口は、%{amount}%{changeDir} 。
%{changeDir} global population growth by %{amount}[b]%.[/b],世界人口の増加は、%{amount}[b]%.[/b]%{changeDir} 。
%{changeDir} global precipitation by %{amount}[b]cm/yr[/b].,地球全体の降水量は、%{amount}[b]cm/yr[/b]%{changeDir} 。
%{changeDir} habitability in %{kind} regions by %{amount}.,%{kind}地域の居住性は、%{amount}%{changeDir} 。
%{changeDir} maximum output for %{process} by [b]%{amount}[/b].,%{process} の最大出力量は、[b]%{amount}[/b]%{changeDir} 。.
"%{changeDir} output for [e][i]%{icon}[/i][b]%{feature}[/b][/e] by [b]%{percent}%.[/b]","[e][i]%{icon}[/i][b]%{feature}[/b][/e]の生産量が、[b]%{percent}%[/b]に%{changeDir}。"
%{changeDir} the CO2 emissions for these processes by [b]%{percent}%.[/b],この過程で排出されるCO2は、[b]%{percent}%[/b]%{changeDir}。
%{changeDir} the amount of sea level rise by %{amount}mm/year.,海面上昇を年間 %{amount} mm %{changeDir}。
"%{changeDir} the chance of ""%{event}"" by %{amount}.",「%{event}」の発生確率を%{amount}だけ%{changeDir}。
%{changeDir} the global temperature by %{amount}[b]°c[/b].,地球の平均気温は、%{amount}[b]°c[/b]%{changeDir} 。
%{changeDir} the rate of sea level rise by %{amount}mm/year.,海面上昇率は、%{amount}mm/year%{changeDir}。
